# 地名数据库文件
# 格式: 代码	名称	等级	纬度	经度	别名	上级代码	拼音	区号	邮编
# 等级: 1省 2市 3县 4镇 5村
#
# ==================== 省级行政区 ====================
# 直辖市
11	北京市	1	39.9042	116.4074	北京		Beijing	010	100000
12	天津市	1	39.0842	117.2009	天津		Tianjin	022	300000
31	上海市	1	31.2304	121.4737	上海		Shanghai	021	200000
50	重庆市	1	29.4316	106.9123	重庆		Chongqing	023	400000

# 省
13	河北省	1	38.0428	114.5149	冀		Hebei	0311	050000
14	山西省	1	37.8706	112.5489	晋		Shanxi	0351	030000
15	内蒙古自治区	1	40.8183	111.6708	内蒙古		Neimenggu	0471	010000
21	辽宁省	1	41.8057	123.4315	辽		Liaoning	024	110000
22	吉林省	1	43.8868	125.3245	吉		Jilin	0431	130000
23	黑龙江省	1	45.7566	126.6422	黑		Heilongjiang	0451	150000
32	江苏省	1	32.0603	118.7969	苏		Jiangsu	025	210000
33	浙江省	1	30.2741	120.1551	浙		Zhejiang	0571	310000
34	安徽省	1	31.8612	117.2830	皖		Anhui	0551	230000
35	福建省	1	26.0745	119.2965	闽		Fujian	0591	350000
36	江西省	1	28.6820	115.8579	赣		Jiangxi	0791	330000
37	山东省	1	36.6683	117.0208	鲁		Shandong	0531	250000
41	河南省	1	34.7466	113.6254	豫		Henan	0371	450000
42	湖北省	1	30.5844	114.2986	鄂		Hubei	027	430000
43	湖南省	1	28.2282	112.9388	湘		Hunan	0731	410000
44	广东省	1	23.1291	113.2644	粤		Guangdong	020	510000
45	广西壮族自治区	1	22.8170	108.3665	广西		Guangxi	0771	530000
46	海南省	1	20.0174	110.3488	琼		Hainan	0898	570000
51	四川省	1	30.5723	104.0665	川,蜀		Sichuan	028	610000
52	贵州省	1	26.6470	106.6302	黔,贵		Guizhou	0851	550000
53	云南省	1	25.0389	102.7183	滇,云		Yunnan	0871	650000
54	西藏自治区	1	29.6500	91.1000	西藏		Xizang	0891	850000
61	陕西省	1	34.3416	108.9398	陕,秦		Shaanxi	029	710000
62	甘肃省	1	36.0611	103.8343	甘,陇		Gansu	0931	730000
63	青海省	1	36.6171	101.7782	青		Qinghai	0971	810000
64	宁夏回族自治区	1	38.4680	106.2731	宁夏		Ningxia	0951	750000
65	新疆维吾尔自治区	1	43.7928	87.6177	新疆		Xinjiang	0991	830000

# 特别行政区
71	台湾省	1	25.0330	121.5654	台湾		Taiwan		
81	香港特别行政区	1	22.3193	114.1694	香港		Hongkong		
82	澳门特别行政区	1	22.1987	113.5439	澳门		Macao		

# ==================== 市级行政区 ====================
# 北京市下辖区
1101	东城区	2	39.9289	116.4163		11	Dongcheng	010	100010
1102	西城区	2	39.9127	116.3660		11	Xicheng	010	100032
1105	朝阳区	2	39.9211	116.4866		11	Chaoyang	010	100020
1106	丰台区	2	39.8584	116.2863		11	Fengtai	010	100071
1107	石景山区	2	39.9065	116.2227		11	Shijingshan	010	100043
1108	海淀区	2	39.9590	116.2982		11	Haidian	010	100089
1109	门头沟区	2	39.9407	116.1017		11	Mentougou	010	102300
1110	房山区	2	39.7481	116.1433		11	Fangshan	010	102488
1111	通州区	2	39.9025	116.6586		11	Tongzhou	010	101100
1112	顺义区	2	40.1301	116.6545		11	Shunyi	010	101300
1113	昌平区	2	40.2206	116.2311		11	Changping	010	102200
1114	大兴区	2	39.7268	116.3412		11	Daxing	010	102600
1115	怀柔区	2	40.3163	116.6420		11	Huairou	010	101400
1116	平谷区	2	40.1446	117.1118		11	Pinggu	010	101200
1117	密云区	2	40.3769	116.8432		11	Miyun	010	101500
1118	延庆区	2	40.4654	115.9750		11	Yanqing	010	102100

# 上海市下辖区
3101	黄浦区	2	31.2304	121.4840		31	Huangpu	021	200001
3104	徐汇区	2	31.1880	121.4365		31	Xuhui	021	200030
3105	长宁区	2	31.2202	121.4245		31	Changning	021	200050
3106	静安区	2	31.2336	121.4591		31	Jingan	021	200040
3107	普陀区	2	31.2498	121.3954		31	Putuo	021	200333
3108	虹口区	2	31.2647	121.5051		31	Hongkou	021	200080
3109	杨浦区	2	31.2599	121.5264		31	Yangpu	021	200082
3110	闵行区	2	31.1128	121.3817		31	Minhang	021	201100
3111	宝山区	2	31.4045	121.4896		31	Baoshan	021	201900
3112	嘉定区	2	31.3746	121.2653		31	Jiading	021	201800
3113	浦东新区	2	31.2454	121.5677	浦东	31	Pudong	021	200135
3114	金山区	2	30.7417	121.3420		31	Jinshan	021	200540
3115	松江区	2	31.0322	121.2278		31	Songjiang	021	201600
3116	青浦区	2	31.1500	121.1243		31	Qingpu	021	201700
3117	奉贤区	2	30.9179	121.4737		31	Fengxian	021	201400
3118	崇明区	2	31.6231	121.3974		31	Chongming	021	202150

# 江苏省下辖市
3201	南京市	2	32.0603	118.7969		32	Nanjing	025	210000
3202	无锡市	2	31.4912	120.3119		32	Wuxi	0510	214000
3203	徐州市	2	34.2044	117.2840		32	Xuzhou	0516	221000
3204	常州市	2	31.8122	119.9692		32	Changzhou	0519	213000
3205	苏州市	2	31.2989	120.5853		32	Suzhou	0512	215000
3206	南通市	2	32.0146	120.8944		32	Nantong	0513	226000
3207	连云港市	2	34.5969	119.2216		32	Lianyungang	0518	222000
3208	淮安市	2	33.6104	119.0159		32	Huaian	0517	223000
3209	盐城市	2	33.3798	120.1631		32	Yancheng	0515	224000
3210	扬州市	2	32.3912	119.4129		32	Yangzhou	0514	225000
3211	镇江市	2	32.2044	119.4550		32	Zhenjiang	0511	212000
3212	泰州市	2	32.4849	119.9224		32	Taizhou	0523	225300
3213	宿迁市	2	33.9630	118.2755		32	Suqian	0527	223800

# 浙江省下辖市
3301	杭州市	2	30.2741	120.1551		33	Hangzhou	0571	310000
3302	宁波市	2	29.8683	121.5440		33	Ningbo	0574	315000
3303	温州市	2	28.0000	120.7000		33	Wenzhou	0577	325000
3304	嘉兴市	2	30.7468	120.7507		33	Jiaxing	0573	314000
3305	湖州市	2	30.8672	120.0868		33	Huzhou	0572	313000
3306	绍兴市	2	30.0326	120.5820		33	Shaoxing	0575	312000
3307	金华市	2	29.0789	119.6478		33	Jinhua	0579	321000
3308	衢州市	2	28.9356	118.8591		33	Quzhou	0570	324000
3309	舟山市	2	29.9853	122.2072		33	Zhoushan	0580	316000
3310	台州市	2	28.6564	121.4208		33	Taizhou	0576	318000
3311	丽水市	2	28.4519	119.9228		33	Lishui	0578	323000

# 广东省下辖市
4401	广州市	2	23.1291	113.2644		44	Guangzhou	020	510000
4402	韶关市	2	24.8101	113.5972		44	Shaoguan	0751	512000
4403	深圳市	2	22.5431	114.0579		44	Shenzhen	0755	518000
4404	珠海市	2	22.2707	113.5767		44	Zhuhai	0756	519000
4405	汕头市	2	23.3540	116.6824		44	Shantou	0754	515000
4406	佛山市	2	23.0218	113.1219		44	Foshan	0757	528000
4407	江门市	2	22.5787	113.0949		44	Jiangmen	0750	529000
4408	湛江市	2	21.2707	110.3594		44	Zhanjiang	0759	524000
4409	茂名市	2	21.6632	110.9254		44	Maoming	0668	525000
4412	肇庆市	2	23.0472	112.4651		44	Zhaoqing	0758	526000
4413	惠州市	2	23.1115	114.4152		44	Huizhou	0752	516000
4414	梅州市	2	24.2889	116.1176		44	Meizhou	0753	514000
4415	汕尾市	2	22.7864	115.3647		44	Shanwei	0660	516600
4416	河源市	2	23.7435	114.7005		44	Heyuan	0762	517000
4417	阳江市	2	21.8577	111.9827		44	Yangjiang	0662	529500
4418	清远市	2	23.6817	113.0560		44	Qingyuan	0763	511500
4419	东莞市	2	23.0205	113.7518		44	Dongguan	0769	523000
4420	中山市	2	22.5171	113.3927		44	Zhongshan	0760	528400
4421	潮州市	2	23.6567	116.6227		44	Chaozhou	0768	521000
4422	揭阳市	2	23.5438	116.3728		44	Jieyang	0663	522000
4423	云浮市	2	22.9151	112.0440		44	Yunfu	0766	527300

# 四川省下辖市
5101	成都市	2	30.5723	104.0665	蓉城	51	Chengdu	028	610000
5103	自贡市	2	29.3398	104.7785		51	Zigong	0813	643000
5104	攀枝花市	2	26.5804	101.7183		51	Panzhihua	0812	617000
5105	泸州市	2	28.8719	105.4429		51	Luzhou	0830	646000
5106	德阳市	2	31.1270	104.3979		51	Deyang	0838	618000
5107	绵阳市	2	31.4677	104.6794		51	Mianyang	0816	621000
5108	广元市	2	32.4353	105.8632		51	Guangyuan	0839	628000
5109	遂宁市	2	30.5327	105.5713		51	Suining	0825	629000
5110	内江市	2	29.5804	105.0584		51	Neijiang	0832	641000
5111	乐山市	2	29.5521	103.7656		51	Leshan	0833	614000
5113	南充市	2	30.7953	106.0841		51	Nanchong	0817	637000
5114	眉山市	2	30.0757	103.8485		51	Meishan	028	620000
5115	宜宾市	2	28.7516	104.6308		51	Yibin	0831	644000
5116	广安市	2	30.4564	106.6333		51	Guangan	0826	638000
5117	达州市	2	31.2090	107.4680		51	Dazhou	0818	635000
5118	雅安市	2	30.0105	103.0011		51	Yaan	0835	625000
5119	巴中市	2	31.8588	106.7537		51	Bazhong	0827	636000
5120	资阳市	2	30.1282	104.6419		51	Ziyang	028	641300

# 湖北省下辖市
